n_deliveries,n_pickups,total_orders,delivery_weight,pickup_weight,delivery_ratio,weight_per_delivery,relative_demand,demand_concentration,total_compartments,utilization_ratio,large_size_share,size_weighted_demand,arrival_hour,overflowed,instance,source_pool
3.0,6.0,9.0,24.0,22.0,0.3333333333333333,8.0,3.3163636363636364,0.04363636363636364,74.0,0.04054054054054054,0.0,2.0,9.745811688311688,0,17000_4_0.001,low
2.0,1.0,3.0,6.0,10.0,0.6666666666666666,3.0,0.8290909090909091,0.01090909090909091,69.0,0.028985507246376812,0.0,2.0,9.963528138528138,0,17000_4_0.001,low
0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,10.137134783758578,0,17000_4_0.001,low
1.0,1.0,2.0,2.0,15.0,0.5,2.0,0.27636363636363637,0.0036363636363636364,73.0,0.0136986301369863,0.0,1.0,10.300023315377015,0,17000_4_0.001,low
2.0,1.0,3.0,20.0,5.0,0.6666666666666666,10.0,2.7636363636363637,0.03636363636363636,63.0,0.031746031746031744,0.0,1.0,10.381850753747862,0,17000_4_0.001,low
1.0,2.0,3.0,7.0,40.0,0.3333333333333333,7.0,0.9672727272727273,0.012727272727272728,70.0,0.014285714285714285,0.0,1.0,10.460666402193736,0,17000_4_0.001,low
0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,10.545719992761798,0,17000_4_0.001,low
2.0,2.0,4.0,25.0,8.0,0.5,12.5,3.4545454545454546,0.045454545454545456,72.0,0.027777777777777776,0.0,2.0,10.585575298228036,0,17000_4_0.001,low
1.0,3.0,4.0,3.0,30.0,0.25,3.0,0.41454545454545455,0.005454545454545455,63.0,0.015873015873015872,0.0,0.0,10.720157291797168,0,17000_4_0.001,low
2.0,4.0,6.0,13.0,64.0,0.3333333333333333,6.5,1.7963636363636364,0.023636363636363636,71.0,0.028169014084507043,0.0,1.0,10.807536713019033,0,17000_4_0.001,low
1.0,4.0,5.0,7.0,42.0,0.2,7.0,0.9672727272727273,0.012727272727272728,73.0,0.0136986301369863,0.0,1.0,10.945709274648186,0,17000_4_0.001,low
1.0,0.0,1.0,5.0,0.0,1.0,5.0,0.6909090909090909,0.00909090909090909,69.0,0.014492753623188406,0.0,0.0,11.057186666866901,0,17000_4_0.001,low
0.0,3.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,11.129189821441035,0,17000_4_0.001,low
2.0,2.0,4.0,43.0,11.0,0.5,21.5,5.941818181818182,0.07818181818181819,70.0,0.02857142857142857,0.0,2.0,11.253232933954179,0,17000_4_0.001,low
2.0,3.0,5.0,24.0,30.0,0.4,12.0,3.3163636363636364,0.04363636363636364,73.0,0.0273972602739726,0.0,2.0,11.381450599569321,0,17000_4_0.001,low
0.0,3.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,11.499079411346399,0,17000_4_0.001,low
1.0,2.0,3.0,6.0,10.0,0.3333333333333333,6.0,0.8290909090909091,0.01090909090909091,67.0,0.014925373134328358,0.0,0.0,11.591324416604023,0,17000_4_0.001,low
0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,11.699594658454707,0,17000_4_0.001,low
1.0,1.0,2.0,6.0,6.0,0.5,6.0,0.8290909090909091,0.01090909090909091,68.0,0.014705882352941176,0.0,1.0,11.759452702618745,0,17000_4_0.001,low
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.13818181818181818,0.0018181818181818182,74.0,0.013513513513513514,0.0,1.0,11.824147760452604,0,17000_4_0.001,low
3.0,3.0,6.0,41.0,34.0,0.5,13.666666666666666,5.665454545454546,0.07454545454545454,62.0,0.04838709677419355,0.0,1.0,9.117467532467533,0,17000_4_0.001,low
1.0,3.0,4.0,3.0,15.0,0.25,3.0,0.41454545454545455,0.005454545454545455,71.0,0.014084507042253521,0.0,1.0,9.265703463203463,0,17000_4_0.001,low
0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,9.368008658008657,0,17000_4_0.001,low
2.0,2.0,4.0,22.0,27.0,0.5,11.0,3.04,0.04,74.0,0.02702702702702703,0.0,2.0,9.437662337662337,0,17000_4_0.001,low
1.0,3.0,4.0,3.0,15.0,0.25,3.0,0.41454545454545455,0.005454545454545455,69.0,0.014492753623188406,0.0,0.0,9.568993506493504,0,17000_4_0.001,low
0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,9.682889610389607,0,17000_4_0.001,low
0.0,3.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,9.734805194805192,0,17000_4_0.001,low
0.0,3.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,9.801969696969694,0,17000_4_0.001,low
0.0,2.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,9.880140692640689,0,17000_4_0.001,low
1.0,2.0,3.0,6.0,13.0,0.3333333333333333,6.0,0.8290909090909091,0.01090909090909091,72.0,0.013888888888888888,0.0,0.0,9.933398268398264,0,17000_4_0.001,low
1.0,1.0,2.0,7.0,11.0,0.5,7.0,0.9672727272727273,0.012727272727272728,73.0,0.0136986301369863,0.0,0.0,10.023030303030298,0,17000_4_0.001,low
2.0,0.0,2.0,16.0,0.0,1.0,8.0,2.210909090909091,0.02909090909090909,73.0,0.0273972602739726,0.0,2.0,10.085307902172849,0,17000_4_0.001,low
3.0,0.0,3.0,29.0,0.0,1.0,9.666666666666666,4.007272727272728,0.05272727272727273,70.0,0.04285714285714286,0.0,3.0,10.143984215141767,0,17000_4_0.001,low
0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,10.205018513105324,0,17000_4_0.001,low
0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,10.249793432719473,0,17000_4_0.001,low
1.0,0.0,1.0,5.0,0.0,1.0,5.0,0.6909090909090909,0.00909090909090909,71.0,0.014084507042253521,0.0,1.0,10.288041021143911,0,17000_4_0.001,low
0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,10.342558706031369,0,17000_4_0.001,low
1.0,2.0,3.0,14.0,14.0,0.3333333333333333,14.0,1.9345454545454546,0.025454545454545455,72.0,0.013888888888888888,0.0,1.0,10.37980950988989,0,17000_4_0.001,low
0.0,3.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,10.486181428432227,0,17000_4_0.001,low
1.0,0.0,1.0,15.0,0.0,1.0,15.0,2.0727272727272728,0.02727272727272727,72.0,0.013888888888888888,0.0,1.0,10.567472961122471,0,17000_4_0.001,low
13.0,0.0,13.0,117.0,0.0,1.0,9.0,1.5234375,0.03046875,24.0,0.5416666666666666,0.23076923076923078,21.0,9.067987012987013,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
10.0,0.0,10.0,97.0,0.0,1.0,9.7,1.2630208333333335,0.025260416666666667,17.0,0.5882352941176471,0.3,19.0,9.39577922077922,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
13.0,0.0,13.0,77.0,0.0,1.0,5.923076923076923,1.0026041666666667,0.020052083333333335,21.0,0.6190476190476191,0.38461538461538464,26.0,9.645324675324677,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,108.0,0.0,1.0,9.818181818181818,1.40625,0.028125,24.0,0.4583333333333333,0.2727272727272727,19.0,9.933344155844155,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,81.0,0.0,1.0,7.363636363636363,1.0546875,0.02109375,24.0,0.4583333333333333,0.18181818181818182,19.0,10.248226256594423,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,57.0,0.0,1.0,7.125,0.7421875,0.01484375,26.0,0.3076923076923077,0.375,15.0,10.510568164418647,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
6.0,0.0,6.0,24.0,0.0,1.0,4.0,0.3125,0.00625,21.0,0.2857142857142857,0.6666666666666666,15.0,10.788955088320039,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
5.0,0.0,5.0,55.0,0.0,1.0,11.0,0.7161458333333334,0.014322916666666666,24.0,0.20833333333333334,0.2,8.0,11.049635688534401,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,116.0,0.0,1.0,10.545454545454545,1.5104166666666667,0.030208333333333334,29.0,0.3793103448275862,0.36363636363636365,22.0,9.121915584415586,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
10.0,0.0,10.0,87.0,0.0,1.0,8.7,1.1328125,0.02265625,26.0,0.38461538461538464,0.2,19.0,9.358225108225108,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,68.0,0.0,1.0,6.181818181818182,0.8854166666666667,0.017708333333333333,25.0,0.44,0.2727272727272727,22.0,9.619848484848484,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
9.0,0.0,9.0,98.0,0.0,1.0,10.88888888888889,1.2760416666666667,0.025520833333333333,28.0,0.32142857142857145,0.3333333333333333,16.0,9.871158008658007,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,58.0,0.0,1.0,7.25,0.7552083333333334,0.015104166666666667,21.0,0.38095238095238093,0.375,17.0,10.122256615303238,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,104.0,0.0,1.0,9.454545454545455,1.3541666666666667,0.027083333333333334,24.0,0.4583333333333333,0.36363636363636365,21.0,10.297235179076013,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
3.0,0.0,3.0,18.0,0.0,1.0,6.0,0.234375,0.0046875,26.0,0.11538461538461539,0.6666666666666666,8.0,9.183084415584416,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,73.0,0.0,1.0,9.125,0.9505208333333334,0.019010416666666665,20.0,0.4,0.5,17.0,9.394274891774892,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
9.0,0.0,9.0,82.0,0.0,1.0,9.11111111111111,1.0677083333333335,0.021354166666666667,29.0,0.3103448275862069,0.5555555555555556,22.0,9.660422077922078,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
12.0,0.0,12.0,138.0,0.0,1.0,11.5,1.796875,0.0359375,25.0,0.48,0.5,28.0,9.82758658008658,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
7.0,0.0,7.0,45.0,0.0,1.0,6.428571428571429,0.5859375,0.01171875,20.0,0.35,0.2857142857142857,14.0,10.080517984159464,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
4.0,0.0,4.0,23.0,0.0,1.0,5.75,0.2994791666666667,0.005989583333333334,22.0,0.18181818181818182,0.0,6.0,10.258154640108016,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
13.0,0.0,13.0,95.0,0.0,1.0,7.3076923076923075,1.2369791666666667,0.024739583333333332,20.0,0.65,0.3076923076923077,27.0,10.36707746969001,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,84.0,0.0,1.0,10.5,1.09375,0.021875,18.0,0.4444444444444444,0.25,17.0,10.625903836249494,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
4.0,0.0,4.0,44.0,0.0,1.0,11.0,0.5729166666666667,0.011458333333333333,24.0,0.16666666666666666,1.0,12.0,10.91676664439526,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
7.0,0.0,7.0,46.0,0.0,1.0,6.571428571428571,0.5989583333333334,0.011979166666666667,28.0,0.25,0.14285714285714285,12.0,11.205335776228058,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
7.0,0.0,7.0,80.0,0.0,1.0,11.428571428571429,1.0416666666666667,0.020833333333333332,20.0,0.35,0.14285714285714285,14.0,9.303636363636365,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
10.0,0.0,10.0,85.0,0.0,1.0,8.5,1.1067708333333335,0.022135416666666668,29.0,0.3448275862068966,0.2,17.0,9.515779220779221,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,55.0,0.0,1.0,5.0,0.7161458333333334,0.014322916666666666,24.0,0.4583333333333333,0.5454545454545454,27.0,9.767824675324675,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
4.0,0.0,4.0,19.0,0.0,1.0,4.75,0.24739583333333334,0.0049479166666666664,22.0,0.18181818181818182,0.0,6.0,10.014426406926408,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
14.0,0.0,14.0,139.0,0.0,1.0,9.928571428571429,1.8098958333333335,0.03619791666666667,22.0,0.6363636363636364,0.35714285714285715,28.0,10.144699718823514,1,B_m50_pf0.0_occ0.7_d9.0_s1,high
9.0,0.0,9.0,52.0,0.0,1.0,5.777777777777778,0.6770833333333334,0.013541666666666667,23.0,0.391304347826087,0.1111111111111111,13.0,10.492700790634874,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,100.0,0.0,1.0,9.090909090909092,1.3020833333333335,0.026041666666666668,30.0,0.36666666666666664,0.45454545454545453,24.0,10.815632194707758,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
10.0,0.0,10.0,69.0,0.0,1.0,6.9,0.8984375,0.01796875,25.0,0.4,0.5,25.0,11.20253545443436,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
9.0,0.0,9.0,101.0,0.0,1.0,11.222222222222221,1.3151041666666667,0.026302083333333334,20.0,0.45,0.0,14.0,11.444664791973793,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
10.0,0.0,10.0,85.0,0.0,1.0,8.5,1.1067708333333335,0.022135416666666668,23.0,0.43478260869565216,0.2,18.0,9.150811688311688,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
5.0,0.0,5.0,55.0,0.0,1.0,11.0,0.7161458333333334,0.014322916666666666,22.0,0.22727272727272727,0.0,8.0,9.379837662337662,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
13.0,0.0,13.0,128.0,0.0,1.0,9.846153846153847,1.6666666666666667,0.03333333333333333,32.0,0.40625,0.3076923076923077,27.0,9.760108225108226,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,80.0,0.0,1.0,7.2727272727272725,1.0416666666666667,0.020833333333333332,21.0,0.5238095238095238,0.18181818181818182,18.0,9.999686147186148,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
7.0,0.0,7.0,53.0,0.0,1.0,7.571428571428571,0.6901041666666667,0.013802083333333333,25.0,0.28,0.14285714285714285,13.0,10.24042033796857,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,76.0,0.0,1.0,9.5,0.9895833333333334,0.019791666666666666,25.0,0.32,0.25,15.0,10.430147026071465,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,81.0,0.0,1.0,10.125,1.0546875,0.02109375,19.0,0.42105263157894735,0.125,14.0,10.662842631644883,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
10.0,0.0,10.0,102.0,0.0,1.0,10.2,1.328125,0.0265625,22.0,0.45454545454545453,0.5,24.0,10.946020552330843,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
12.0,0.0,12.0,122.0,0.0,1.0,10.166666666666666,1.5885416666666667,0.03177083333333333,23.0,0.5217391304347826,0.4166666666666667,24.0,9.425551948051947,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
7.0,0.0,7.0,50.0,0.0,1.0,7.142857142857143,0.6510416666666667,0.013020833333333334,26.0,0.2692307692307692,0.14285714285714285,12.0,9.690930735930737,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
5.0,0.0,5.0,36.0,0.0,1.0,7.2,0.46875,0.009375,21.0,0.23809523809523808,0.6,12.0,9.922229437229436,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
15.0,0.0,15.0,156.0,0.0,1.0,10.4,2.03125,0.040625,25.0,0.6,0.4666666666666667,34.0,10.052995782352694,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
11.0,0.0,11.0,92.0,0.0,1.0,8.363636363636363,1.1979166666666667,0.023958333333333335,16.0,0.6875,0.09090909090909091,15.0,10.338853231441654,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
13.0,0.0,13.0,133.0,0.0,1.0,10.23076923076923,1.7317708333333335,0.03463541666666667,25.0,0.52,0.38461538461538464,28.0,10.62286716498935,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
8.0,0.0,8.0,45.0,0.0,1.0,5.625,0.5859375,0.01171875,20.0,0.4,0.125,13.0,10.964137261452374,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
6.0,0.0,6.0,28.0,0.0,1.0,4.666666666666667,0.36458333333333337,0.007291666666666667,20.0,0.3,0.5,15.0,11.130157240421878,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
4.0,0.0,4.0,23.0,0.0,1.0,5.75,0.2994791666666667,0.005989583333333334,24.0,0.16666666666666666,0.25,8.0,11.331518964922404,0,B_m50_pf0.0_occ0.7_d9.0_s1,high
3.0,4.0,7.0,39.0,33.0,0.42857142857142855,13.0,2.231343283582089,0.048507462686567165,66.0,0.045454545454545456,0.0,1.0,9.642564935064936,0,27800_6_0.004,low
0.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,9.793181818181818,0,27800_6_0.004,low
2.0,3.0,5.0,12.0,9.0,0.4,6.0,0.6865671641791045,0.014925373134328358,71.0,0.028169014084507043,0.0,1.0,9.87991341991342,0,27800_6_0.004,low
4.0,2.0,6.0,28.0,4.0,0.6666666666666666,7.0,1.6019900497512436,0.03482587064676617,64.0,0.0625,0.0,2.0,9.98469696969697,0,27800_6_0.004,low
4.0,2.0,6.0,32.0,15.0,0.6666666666666666,8.0,1.8308457711442785,0.03980099502487562,69.0,0.057971014492753624,0.0,3.0,10.12094027087596,0,27800_6_0.004,low
1.0,3.0,4.0,1.0,35.0,0.25,1.0,0.0572139303482587,0.0012437810945273632,67.0,0.014925373134328358,0.0,0.0,10.268919906460097,0,27800_6_0.004,low
2.0,7.0,9.0,26.0,52.0,0.2222222222222222,13.0,1.4875621890547264,0.03233830845771144,68.0,0.029411764705882353,0.0,1.0,10.353148202280032,0,27800_6_0.004,low
3.0,3.0,6.0,27.0,29.0,0.5,9.0,1.544776119402985,0.033582089552238806,63.0,0.047619047619047616,0.0,3.0,10.576626230147127,0,27800_6_0.004,low
3.0,5.0,8.0,25.0,43.0,0.375,8.333333333333334,1.4303482587064675,0.03109452736318408,67.0,0.04477611940298507,0.0,2.0,10.69955763422001,0,27800_6_0.004,low
3.0,3.0,6.0,27.0,31.0,0.5,9.0,1.544776119402985,0.033582089552238806,72.0,0.041666666666666664,0.0,2.0,10.858266101529765,0,27800_6_0.004,low
3.0,6.0,9.0,7.0,81.0,0.3333333333333333,2.3333333333333335,0.4004975124378109,0.008706467661691543,72.0,0.041666666666666664,0.0,3.0,11.011647666374351,0,27800_6_0.004,low
1.0,4.0,5.0,25.0,45.0,0.2,25.0,1.4303482587064675,0.03109452736318408,75.0,0.013333333333333334,0.0,1.0,11.188529895606738,0,27800_6_0.004,low
2.0,3.0,5.0,21.0,7.0,0.4,10.5,1.2014925373134326,0.026119402985074626,69.0,0.028985507246376812,0.0,0.0,11.333698139560472,0,27800_6_0.004,low
1.0,4.0,5.0,3.0,20.0,0.2,3.0,0.17164179104477612,0.0037313432835820895,64.0,0.015625,0.0,1.0,11.452557235249222,0,27800_6_0.004,low
2.0,4.0,6.0,14.0,24.0,0.3333333333333333,7.0,0.8009950248756218,0.017412935323383085,69.0,0.028985507246376812,0.0,2.0,9.641590909090908,0,27800_6_0.004,low
3.0,2.0,5.0,22.0,18.0,0.6,7.333333333333333,1.2587064676616915,0.02736318407960199,68.0,0.04411764705882353,0.0,2.0,9.794729437229437,0,27800_6_0.004,low
1.0,6.0,7.0,1.0,43.0,0.14285714285714285,1.0,0.0572139303482587,0.0012437810945273632,67.0,0.014925373134328358,0.0,0.0,9.919805194805194,0,27800_6_0.004,low
1.0,3.0,4.0,9.0,20.0,0.25,9.0,0.5149253731343283,0.011194029850746268,69.0,0.014492753623188406,0.0,0.0,10.057924165866288,0,27800_6_0.004,low
3.0,8.0,11.0,7.0,67.0,0.2727272727272727,2.3333333333333335,0.4004975124378109,0.008706467661691543,69.0,0.043478260869565216,0.0,3.0,10.14572159351902,0,27800_6_0.004,low
2.0,8.0,10.0,7.0,59.0,0.2,3.5,0.4004975124378109,0.008706467661691543,60.0,0.03333333333333333,0.0,2.0,10.36414067176125,0,27800_6_0.004,low
4.0,5.0,9.0,46.0,57.0,0.4444444444444444,11.5,2.6318407960199,0.05721393034825871,66.0,0.06060606060606061,0.0,3.0,10.557500800378612,0,27800_6_0.004,low
3.0,4.0,7.0,30.0,40.0,0.42857142857142855,10.0,1.716417910447761,0.03731343283582089,68.0,0.04411764705882353,0.0,0.0,10.741461143358249,0,27800_6_0.004,low
2.0,5.0,7.0,8.0,70.0,0.2857142857142857,4.0,0.4577114427860696,0.009950248756218905,68.0,0.029411764705882353,0.0,2.0,10.872055998663715,0,27800_6_0.004,low
0.0,5.0,5.0,0.0,43.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,11.057345387731239,0,27800_6_0.004,low
1.0,5.0,6.0,11.0,36.0,0.16666666666666666,11.0,0.6293532338308457,0.013681592039800995,68.0,0.014705882352941176,0.0,0.0,11.19588902600674,0,27800_6_0.004,low
